고위험학교명,고위험_시도교육청,고위험_지역,고위험_학교급,고위험_본교분교,고위험_학생수,고위험_학급수,고위험_위기확률,고위험_위도,고위험_경도,고위험_현재_학급당학생수,고위험_현재_교원1인당,고위험_현재_1인당운영비,후보순위,후보학교명,후보학교급,후보_위도,후보_경도,직선거리_km,도로거리_km,소요시간_분,중심지_현재학교_km,중심지_현재학교_분,중심지_후보학교_km,중심지_후보학교_분,통학거리_변화_km,통학시간_변화_분,폐교시_절감비용,고정비잔존_추정,후보교_추가비용_추정,순절감액_추정,후보_연간운영비,스쿨존_CCTV수,스쿨존_도로폭,버스접근성,버스정류장수,최근접버스_km,후보_현재학생수,후보_학급수,후보_교사수,통폐합후_예상학생수,통폐합후_학급당학생수,통폐합후_교원1인당,수용가능성,통합전_1인당운영비,통합후_1인당운영비,종합점수
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,107,송우초등학교,초등학교,35.15923398,126.8105935,9.866,10.668,12.7,0.646,1.3,10.25,11.9,9.604,10.6,598130395.0,179439118.0,598130390.0,-179439114.0,1482334440.0,1,1.0,양호,44,0.154,262,15,19,284,18.9,14.9,보통,5657765.0,7325580.0,0.3884
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,108,산월초등학교,초등학교,35.2109359,126.839053,9.841,11.353,17.6,0.646,1.3,10.936,16.8,10.29,15.5,598130395.0,179439118.0,598130390.0,-179439114.0,829517065.0,1,1.0,양호,48,0.203,122,8,11,144,18.0,13.1,양호,6799320.0,9914218.0,0.3864
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,109,본촌초등학교,초등학교,35.21523512,126.881492,7.907,10.331,15.4,0.646,1.3,9.913,14.6,9.267,13.3,598130395.0,179439118.0,598130390.0,-179439114.0,3122409114.0,1,0.0,양호,22,0.119,1086,53,62,1108,20.9,17.9,보통,2875147.0,3357888.0,0.3853
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,110,건국초등학교,초등학교,35.21068262,126.8658333,8.196,10.341,15.5,0.646,1.3,9.923,14.7,9.277,13.4,598130395.0,179439118.0,598130390.0,-179439114.0,2703537500.0,1,0.0,양호,33,0.18,1072,51,60,1094,21.5,18.2,보통,2521957.0,3017978.0,0.3818
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,111,양지초등학교,초등학교,35.20842044,126.8812042,7.242,10.237,14.2,0.646,1.3,9.701,13.5,9.055,12.2,598130395.0,179439118.0,598130390.0,-179439114.0,2098168540.0,1,0.0,양호,30,0.187,419,19,22,441,23.2,20.0,보통,5007562.0,6114057.0,0.3779
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,112,광주지산초등학교,초등학교,35.23136997,126.8856716,9.433,13.09,17.0,0.646,1.3,12.554,16.3,11.908,15.0,598130395.0,179439118.0,598130390.0,-179439114.0,846845341.0,1,8.0,양호,17,0.212,125,8,13,147,18.4,11.3,양호,6774763.0,9829767.0,0.3768
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,113,월봉초등학교,초등학교,35.20951366,126.8481133,9.139,10.432,16.9,0.646,1.3,10.014,16.1,9.368,14.8,598130395.0,179439118.0,598130390.0,-179439114.0,2203448212.0,1,1.0,양호,38,0.149,747,34,41,769,22.6,18.8,보통,2949730.0,3643145.0,0.3754
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,114,신용초등학교,초등학교,35.21063123,126.8572493,8.672,11.271,17.6,0.646,1.3,10.853,16.8,10.207,15.5,598130395.0,179439118.0,598130390.0,-179439114.0,2823018140.0,1,0.0,양호,27,0.128,1050,53,62,1072,20.2,17.3,보통,2688589.0,3191370.0,0.362
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,115,진만초등학교,초등학교,35.1835128,126.8340443,8.501,11.872,14.1,0.646,1.3,11.454,13.3,10.808,12.0,598130395.0,179439118.0,598130390.0,-179439114.0,1425146171.0,1,1.0,양호,28,0.144,358,20,24,380,19.0,15.8,보통,3980855.0,5324412.0,0.3533
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,116,풍영초등학교,초등학교,35.18340982,126.8404569,7.972,12.119,15.9,0.646,1.3,11.701,15.1,11.055,13.8,598130395.0,179439118.0,598130390.0,-179439114.0,1747785660.0,1,1.0,양호,18,0.437,565,31,37,587,18.9,15.9,보통,3093426.0,3996450.0,0.3467
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,117,마지초등학교,초등학교,35.1762197,126.8240465,9.047,12.27,15.0,0.646,1.3,11.852,14.2,11.206,12.9,598130395.0,179439118.0,598130390.0,-179439114.0,1291078040.0,1,1.0,양호,39,0.348,116,7,8,138,19.7,17.2,보통,11129983.0,13689916.0,0.3381
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,118,큰별초등학교,초등학교,35.18369356,126.8220969,9.502,12.494,15.2,0.646,1.3,12.077,14.4,11.431,13.1,598130395.0,179439118.0,598130390.0,-179439114.0,2322301098.0,1,1.0,양호,46,0.105,865,42,51,887,21.1,17.4,보통,2684741.0,3292482.0,0.3241
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,119,선창초등학교,초등학교,35.18833602,126.8345325,8.703,12.814,15.1,0.646,1.3,12.396,14.3,11.75,13.0,598130395.0,179439118.0,598130390.0,-179439114.0,2506296330.0,1,1.0,양호,31,0.236,863,43,52,885,20.6,17.0,보통,2904167.0,3507827.0,0.3176
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,120,은빛초등학교,초등학교,35.18772659,126.8276603,9.227,12.657,14.8,0.646,1.3,12.239,14.0,11.593,12.7,598130395.0,179439118.0,598130390.0,-179439114.0,4168285350.0,1,20.0,양호,33,0.319,1960,76,90,1982,26.1,22.0,과밀위험,2126676.0,2404852.0,0.3156
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,1,유림초등학교,초등학교,35.47252104,127.7930744,1.27,1.636,2.2,3.371,7.8,1.736,5.6,-1.635,-2.2,580147613.0,174044284.0,580147607.0,-174044278.0,779781120.0,1,0.0,양호,9,0.048,25,6,7,38,6.3,5.4,양호,31191245.0,35787598.0,0.8475
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,2,금반초등학교,초등학교,35.47715232,127.736603,5.317,7.818,9.8,3.371,7.8,9.38,14.7,6.009,6.9,580147613.0,174044284.0,580147607.0,-174044278.0,765376928.0,1,8.0,양호,7,0.117,16,6,8,29,4.8,3.6,양호,47836058.0,46397398.0,0.7247
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,3,생초초등학교,초등학교,35.49515323,127.8362581,5.515,7.336,11.5,3.371,7.8,9.583,17.4,6.212,9.6,580147613.0,174044284.0,580147607.0,-174044278.0,845024069.0,1,0.0,양호,9,0.229,26,6,7,39,6.5,5.6,양호,32500926.0,36542863.0,0.6715
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,4,수동초등학교,초등학교,35.52327173,127.7909028,6.909,9.295,11.7,3.371,7.8,9.309,15.1,5.938,7.3,580147613.0,174044284.0,580147607.0,-174044278.0,1120360960.0,1,0.0,양호,10,0.139,28,6,7,41,6.8,5.9,양호,40012891.0,41475819.0,0.6507
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,5,위림초등학교,초등학교,35.5216893,127.7193166,9.41,13.181,15.6,3.371,7.8,14.743,20.4,11.372,12.6,580147613.0,174044284.0,580147607.0,-174044278.0,947590405.0,1,10.0,양호,21,0.142,34,7,8,47,6.7,5.9,양호,27870306.0,32505064.0,0.5328
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,6,오부초등학교,초등학교,35.49945733,127.8866404,9.576,14.743,19.8,3.371,7.8,16.991,25.7,13.62,17.9,580147613.0,174044284.0,580147607.0,-174044278.0,733071140.0,1,6.5,양호,6,0.24,20,6,7,33,5.5,4.7,양호,36653557.0,39794507.0,0.4919
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,7,산청초등학교,초등학교,35.41710516,127.8749758,8.976,11.172,12.8,3.371,7.8,14.123,19.5,10.752,11.7,580147613.0,174044284.0,580147607.0,-174044278.0,1971557120.0,1,0.0,양호,9,0.07,249,16,19,262,16.4,13.8,양호,7917900.0,9739331.0,0.379
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,8,위성초등학교,초등학교,35.52364424,127.7320407,8.815,12.889,15.6,3.371,7.8,14.451,20.5,11.08,12.7,580147613.0,174044284.0,580147607.0,-174044278.0,2332031410.0,1,8.0,양호,35,0.241,297,19,23,310,16.3,13.5,양호,7851958.0,9394126.0,0.377
금서초등학교,경상남도교육청,경상남도 산청군,초등학교,본교,13,6,0.7163144,35.46113892,127.7919302,2.2,1.9,44626739.0,9,함양초등학교,초등학교,35.52102041,127.7267985,8.894,12.772,15.4,3.371,7.8,14.334,20.2,10.963,12.4,580147613.0,174044284.0,580147607.0,-174044278.0,2289541860.0,1,10.0,양호,39,0.139,462,23,28,475,20.7,17.0,보통,4955718.0,6041452.0,0.3538
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,1,창원남산초등학교,초등학교,35.20593325,128.7045163,1.252,1.826,3.5,0.454,1.2,1.494,2.3,1.04,1.1,935131780.0,280539534.0,935131771.0,-280539525.0,1313289890.0,1,7.0,양호,110,0.115,127,11,11,158,14.4,14.4,보통,10340865.0,14230517.0,0.6883
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,2,창원신월초등학교,초등학교,35.22576279,128.6931512,1.661,2.782,4.7,0.454,1.2,2.45,3.5,1.996,2.3,935131780.0,280539534.0,935131771.0,-280539525.0,1662147640.0,1,35.0,양호,68,0.204,195,13,16,226,17.4,14.1,보통,8523834.0,11492387.0,0.6653
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,3,용지초등학교,초등학교,35.22889716,128.6719623,2.716,4.509,5.6,0.454,1.2,4.176,4.4,3.722,3.2,935131780.0,280539534.0,935131771.0,-280539525.0,1397159530.0,1,0.0,양호,39,0.357,115,11,12,146,13.3,12.2,양호,12149213.0,15974598.0,0.6566
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,4,성주초등학교,초등학교,35.20550265,128.6987849,0.849,0.959,2.5,0.454,1.2,0.514,1.3,0.06,0.1,935131780.0,280539534.0,935131771.0,-280539525.0,2334719500.0,1,0.0,양호,92,0.038,399,19,22,430,22.6,19.5,보통,5851427.0,7604305.0,0.6469
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,5,창원상남초등학교,초등학교,35.22158721,128.6894705,1.218,2.346,3.2,0.454,1.2,2.014,2.0,1.56,0.8,935131780.0,280539534.0,935131771.0,-280539525.0,2495988290.0,1,9.0,양호,75,0.077,404,20,25,435,21.8,17.4,보통,6178189.0,7887632.0,0.6434
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,6,웅남초등학교,초등학교,35.21766862,128.6876607,0.859,2.489,3.5,0.454,1.2,2.157,2.3,1.703,1.1,935131780.0,280539534.0,935131771.0,-280539525.0,2884475430.0,1,9.0,양호,66,0.026,629,30,36,660,22.0,18.3,보통,4585811.0,5787284.0,0.6397
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,7,남양초등학교,초등학교,35.21206224,128.6982595,0.574,1.154,2.6,0.454,1.2,0.822,1.4,0.368,0.2,935131780.0,280539534.0,935131771.0,-280539525.0,3138427870.0,1,0.0,양호,74,0.209,847,38,46,878,23.1,19.1,보통,3705346.0,4639590.0,0.6393
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,8,사파초등학교,초등학교,35.21931683,128.6972338,1.05,1.816,2.8,0.454,1.2,1.484,1.6,1.03,0.4,935131780.0,280539534.0,935131771.0,-280539525.0,2049632420.0,1,0.0,양호,70,0.104,252,13,15,283,21.8,18.9,보통,8133462.0,10546870.0,0.6343
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,9,내동초등학교,초등학교,35.22548514,128.6624836,3.146,3.881,5.5,0.454,1.2,4.056,4.4,3.602,3.2,935131780.0,280539534.0,935131771.0,-280539525.0,1304976740.0,1,24.0,양호,25,0.273,210,13,15,241,18.5,16.1,보통,6214175.0,9295056.0,0.6336
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,10,대방초등학교,초등학교,35.2113475,128.7068757,1.342,1.841,3.3,0.454,1.2,1.508,2.1,1.054,0.9,935131780.0,280539534.0,935131771.0,-280539525.0,2595926460.0,1,0.0,양호,91,0.091,499,24,29,530,22.1,18.3,보통,5202257.0,6662374.0,0.6322
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,11,안남초등학교,초등학교,35.20909049,128.7103746,1.67,2.324,4.1,0.454,1.2,1.992,2.9,1.538,1.7,935131780.0,280539534.0,935131771.0,-280539525.0,2003645430.0,1,8.0,양호,78,0.101,465,21,25,496,23.6,19.8,보통,4308915.0,5924954.0,0.6321
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,12,대암초등학교,초등학교,35.20586609,128.7094383,1.669,2.851,5.1,0.454,1.2,2.518,3.9,2.064,2.7,935131780.0,280539534.0,935131771.0,-280539525.0,1919211480.0,1,0.0,양호,94,0.173,307,18,22,338,18.8,15.4,보통,6251503.0,8444803.0,0.6315
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,13,외동초등학교,초등학교,35.21671652,128.6813319,1.177,2.198,4.3,0.454,1.2,2.373,3.2,1.919,2.0,935131780.0,280539534.0,935131771.0,-280539525.0,2121660100.0,1,8.0,양호,56,0.075,428,19,22,459,24.2,20.9,보통,4957150.0,6659677.0,0.6253
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,14,도천초등학교,초등학교,35.15274364,128.653898,7.336,11.816,13.7,0.454,1.2,11.362,12.5,10.908,11.3,935131780.0,280539534.0,935131771.0,-280539525.0,712362080.0,1,0.0,양호,39,0.21,28,6,9,59,9.8,6.6,양호,25441503.0,27923625.0,0.6239
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,15,동산초등학교,초등학교,35.214198,128.6901559,0.413,1.865,3.7,0.454,1.2,1.533,2.5,1.079,1.3,935131780.0,280539534.0,935131771.0,-280539525.0,1650204770.0,1,0.0,양호,59,0.441,258,12,14,289,24.1,20.6,보통,6396143.0,8945801.0,0.6211
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,16,토월초등학교,초등학교,35.22742263,128.6985448,1.933,2.914,4.6,0.454,1.2,2.582,3.4,2.128,2.2,935131780.0,280539534.0,935131771.0,-280539525.0,2772768620.0,1,0.0,양호,45,0.159,568,27,33,599,22.2,18.2,보통,4881635.0,6190151.0,0.6122
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,17,용남초등학교,초등학교,35.23586998,128.6798045,2.998,4.578,5.8,0.454,1.2,4.245,4.6,3.791,3.4,935131780.0,280539534.0,935131771.0,-280539525.0,2352371220.0,1,9.0,양호,64,0.225,459,24,32,490,20.4,15.3,보통,5124992.0,6709190.0,0.6103
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,18,안민초등학교,초등학교,35.18783651,128.6878501,2.588,3.353,4.8,0.454,1.2,2.9,3.6,2.446,2.4,935131780.0,280539534.0,935131771.0,-280539525.0,2228751680.0,1,0.0,양호,22,0.041,413,20,26,444,22.2,17.1,보통,5396493.0,7125864.0,0.6056
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,19,삼정자초등학교,초등학교,35.2009006,128.7090978,1.899,2.576,4.6,0.454,1.2,2.244,3.4,1.79,2.2,935131780.0,280539534.0,935131771.0,-280539525.0,3261872470.0,1,0.0,양호,80,0.116,930,39,47,961,24.6,20.4,보통,3507390.0,4367330.0,0.6055
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,20,봉림초등학교,초등학교,35.24624844,128.6779048,4.142,6.102,7.3,0.454,1.2,5.769,6.1,5.315,4.9,935131780.0,280539534.0,935131771.0,-280539525.0,2110541600.0,1,0.0,양호,46,0.082,294,17,20,325,19.1,16.2,보통,7178713.0,9371303.0,0.5708
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,21,상북초등학교,초등학교,35.24690926,128.6532662,5.341,7.409,8.2,0.454,1.2,7.077,7.0,6.623,5.8,935131780.0,280539534.0,935131771.0,-280539525.0,1826866110.0,1,7.0,양호,60,0.173,216,14,16,247,17.6,15.4,보통,8457713.0,11182178.0,0.5697
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,22,대원초등학교,초등학교,35.23361611,128.6510559,4.508,5.459,7.0,0.454,1.2,5.634,6.0,5.18,4.8,935131780.0,280539534.0,935131771.0,-280539525.0,3550074550.0,1,6.0,양호,60,0.155,830,37,43,861,23.3,20.0,보통,4277198.0,5209299.0,0.5667
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,23,자은초등학교,초등학교,35.14965907,128.7120764,7.042,8.309,10.8,0.454,1.2,7.855,9.6,7.401,8.4,935131780.0,280539534.0,935131771.0,-280539525.0,1876718160.0,1,6.5,양호,42,0.353,224,14,19,255,18.2,13.4,양호,8378206.0,11026862.0,0.5591
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,24,용호초등학교,초등학교,35.23370775,128.6756645,2.948,4.407,5.1,0.454,1.2,4.075,3.9,3.621,2.7,935131780.0,280539534.0,935131771.0,-280539525.0,4675215900.0,1,0.0,양호,39,0.283,1528,57,70,1559,27.4,22.3,과밀위험,3059696.0,3598684.0,0.5572
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,25,동부초등학교,초등학교,35.15575164,128.7023746,6.197,7.949,9.9,0.454,1.2,7.495,8.7,7.041,7.5,935131780.0,280539534.0,935131771.0,-280539525.0,2147612430.0,1,19.0,양호,39,0.123,356,19,22,387,20.4,17.6,보통,6032619.0,7965747.0,0.5567
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,26,창원한들초등학교,초등학교,35.25375052,128.6685605,5.228,7.712,9.3,0.454,1.2,7.379,8.1,6.925,6.9,935131780.0,280539534.0,935131771.0,-280539525.0,1751785820.0,1,0.0,양호,17,0.143,187,13,15,218,16.8,14.5,보통,9367839.0,12325310.0,0.5539
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,27,명곡초등학교,초등학교,35.24293744,128.6448386,5.583,7.131,7.9,0.454,1.2,6.799,6.7,6.345,5.5,935131780.0,280539534.0,935131771.0,-280539525.0,1861298184.0,1,0.0,양호,76,0.203,291,17,19,322,18.9,16.9,보통,6396214.0,8684565.0,0.5532
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,28,장복초등학교,초등학교,35.15786437,128.6951594,5.898,7.685,9.8,0.454,1.2,7.231,8.5,6.777,7.3,935131780.0,280539534.0,935131771.0,-280539525.0,2751174742.0,1,12.0,양호,30,0.199,675,31,40,706,22.8,17.6,보통,4075814.0,5221397.0,0.5487
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,29,유목초등학교,초등학교,35.24478384,128.6637449,4.569,6.333,7.4,0.454,1.2,6.001,6.2,5.547,5.0,935131780.0,280539534.0,935131771.0,-280539525.0,2546823242.0,1,0.0,양호,62,0.107,383,18,20,414,23.0,20.7,보통,6649669.0,8410519.0,0.5457
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,30,명서초등학교,초등학교,35.25038734,128.6440392,6.196,7.684,8.3,0.454,1.2,7.351,7.1,6.897,5.9,935131780.0,280539534.0,935131771.0,-280539525.0,2158644760.0,0,12.0,양호,46,0.112,279,16,18,310,19.4,17.2,보통,7737078.0,9979924.0,0.5405
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,31,제황초등학교,초등학교,35.14871995,128.6693135,7.213,11.103,13.2,0.454,1.2,10.649,11.9,10.195,10.7,935131780.0,280539534.0,935131771.0,-280539525.0,1081135550.0,1,10.0,양호,60,0.373,109,9,11,140,15.6,12.7,양호,9918675.0,14401909.0,0.5395
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,32,석동초등학교,초등학교,35.15781268,128.7068682,6.048,8.384,10.8,0.454,1.2,7.93,9.6,7.476,8.4,935131780.0,280539534.0,935131771.0,-280539525.0,1846125400.0,1,8.0,양호,31,0.359,327,17,20,358,21.1,17.9,보통,5645643.0,7768875.0,0.5367
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,33,명도초등학교,초등학교,35.25593918,128.644023,6.65,8.847,9.7,0.454,1.2,8.515,8.5,8.061,7.3,935131780.0,280539534.0,935131771.0,-280539525.0,2787470280.0,1,13.0,양호,32,0.278,449,23,28,480,20.9,17.1,보통,6208174.0,7755421.0,0.5363
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,34,도계초등학교,초등학교,35.25869742,128.6393103,7.163,9.065,9.8,0.454,1.2,8.733,8.6,8.279,7.4,935131780.0,280539534.0,935131771.0,-280539525.0,2763624350.0,1,12.0,양호,33,0.11,494,26,33,525,20.2,15.9,보통,5594381.0,7045250.0,0.5361
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,35,경화초등학교,초등학교,35.15742814,128.6875009,5.955,8.449,10.5,0.454,1.2,7.996,9.3,7.542,8.1,935131780.0,280539534.0,935131771.0,-280539525.0,2041907630.0,1,8.0,양호,42,0.17,387,19,22,418,22.0,19.0,보통,5276247.0,7122104.0,0.5307
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,36,양곡초등학교,초등학교,35.20225826,128.6268883,6.003,8.393,10.7,0.454,1.2,8.569,9.6,8.115,8.4,935131780.0,280539534.0,935131771.0,-280539525.0,1772667740.0,1,0.0,양호,16,0.153,225,14,16,256,18.3,16.0,보통,7878523.0,10577342.0,0.5276
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,37,진해중앙초등학교,초등학교,35.15542082,128.6754726,6.346,9.356,11.8,0.454,1.2,8.902,10.5,8.448,9.3,935131780.0,280539534.0,935131771.0,-280539525.0,1509235940.0,1,7.0,양호,39,0.139,241,14,16,272,19.4,17.0,보통,6262390.0,8986646.0,0.5261
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,38,반송초등학교,초등학교,35.23736464,128.6697187,3.582,5.83,7.0,0.454,1.2,5.498,5.8,5.044,4.6,935131780.0,280539534.0,935131771.0,-280539525.0,4705438990.0,0,0.0,양호,58,0.141,1013,43,54,1044,24.3,19.3,보통,4645053.0,5402846.0,0.5229
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,39,소답초등학교,초등학교,35.26515855,128.6288761,8.334,10.062,10.6,0.454,1.2,9.73,9.5,9.276,8.3,935131780.0,280539534.0,935131771.0,-280539525.0,2009245930.0,1,12.0,양호,50,0.112,263,15,18,294,19.6,16.3,보통,7639718.0,10014890.0,0.5212
남정초등학교,경상남도교육청,경상남도 합천군,초등학교,본교,31,7,0.6994179,35.21084962,128.6921158,4.4,3.9,30165541.0,40,덕산초등학교,초등학교,35.14587867,128.7052484,7.322,9.341,11.3,0.454,1.2,8.887,10.0,8.433,8.8,935131780.0,280539534.0,935131771.0,-280539525.0,2689467750.0,1,8.0,양호,45,0.034,642,32,39,673,21.0,17.3,보통,4189202.0,5385735.0,0.5199
