고위험학교명,고위험_시도교육청,고위험_지역,고위험_학교급,고위험_본교분교,고위험_학생수,고위험_학급수,고위험_위기확률,고위험_위도,고위험_경도,고위험_현재_학급당학생수,고위험_현재_교원1인당,고위험_현재_1인당운영비,후보순위,후보학교명,후보학교급,후보_위도,후보_경도,직선거리_km,도로거리_km,소요시간_분,중심지_현재학교_km,중심지_현재학교_분,중심지_후보학교_km,중심지_후보학교_분,통학거리_변화_km,통학시간_변화_분,폐교시_절감비용,고정비잔존_추정,후보교_추가비용_추정,순절감액_추정,후보_연간운영비,스쿨존_CCTV수,스쿨존_도로폭,버스접근성,버스정류장수,최근접버스_km,후보_현재학생수,후보_학급수,후보_교사수,통폐합후_예상학생수,통폐합후_학급당학생수,통폐합후_교원1인당,수용가능성,통합전_1인당운영비,통합후_1인당운영비,종합점수
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,1,용정초등학교,초등학교,38.16317002,127.241457,1.069,2.257,2.3,3.843,3.7,4.221,3.9,0.378,0.2,695677860.0,208703358.0,695677857.0,-208703355.0,797662170.0,0,0.0,양호,5,0.132,89,6,9,110,18.3,12.2,양호,8962496.0,13575818.0,0.6461
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,2,오덕초등학교,초등학교,38.22299855,127.2321739,7.599,10.141,10.9,3.843,3.7,12.105,12.5,8.262,8.8,695677860.0,208703358.0,695677857.0,-208703355.0,613941730.0,0,6.0,양호,7,0.101,24,6,7,45,7.5,6.4,양호,25580905.0,29102657.0,0.554
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,3,문혜초등학교,초등학교,38.18684432,127.3180704,6.887,9.244,10.7,3.843,3.7,13.087,14.4,9.244,10.7,695677860.0,208703358.0,695677857.0,-208703355.0,780778440.0,0,6.0,양호,12,0.097,35,7,9,56,8.0,6.2,양호,22307955.0,26365291.0,0.5435
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,4,장흥초등학교,초등학교,38.19337131,127.2668579,4.411,6.122,8.1,3.843,3.7,9.965,11.8,6.122,8.1,695677860.0,208703358.0,695677857.0,-208703355.0,2361562670.0,1,7.0,양호,10,0.161,633,34,44,654,19.2,14.9,보통,3730747.0,4674680.0,0.4963
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,5,동송초등학교,초등학교,38.20391455,127.216704,6.052,7.902,8.2,3.843,3.7,9.866,9.8,6.023,6.1,695677860.0,208703358.0,695677857.0,-208703355.0,1966596750.0,1,6.0,양호,15,0.336,533,29,37,554,19.1,15.0,보통,3689675.0,4805550.0,0.478
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,6,내대초등학교,초등학교,38.20592384,127.2974687,6.94,11.087,14.3,3.843,3.7,14.93,18.0,11.087,14.3,695677860.0,208703358.0,695677857.0,-208703355.0,629384650.0,1,6.0,양호,6,0.213,39,6,7,60,10.0,8.6,양호,16138068.0,22084375.0,0.4662
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,7,철원초등학교,초등학교,38.21350087,127.2111787,7.22,8.837,8.9,3.843,3.7,10.801,10.5,6.958,6.8,695677860.0,208703358.0,695677857.0,-208703355.0,1009251800.0,1,6.0,양호,17,0.311,104,7,8,125,17.9,15.6,보통,9704344.0,13639437.0,0.4553
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,8,영북초등학교,초등학교,38.08986492,127.2758792,7.709,9.691,11.4,3.843,3.7,11.511,12.9,7.668,9.2,695677860.0,208703358.0,695677857.0,-208703355.0,2480117170.0,1,7.0,양호,8,0.081,280,14,18,301,21.5,16.7,보통,8857561.0,10550814.0,0.4145
관인초등학교,경기도교육청,경기도 포천시,초등학교,본교,21,5,0.67629886,38.15606601,127.2497002,4.2,2.3,33127517.0,9,신철원초등학교,초등학교,38.14752189,127.3055544,4.976,14.194,15.3,3.843,3.7,16.015,16.8,12.172,13.1,695677860.0,208703358.0,695677857.0,-208703355.0,1887887360.0,1,6.0,양호,16,0.183,359,20,26,380,19.0,14.6,보통,5258739.0,6798856.0,0.2857
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,1,금당초등학교,초등학교,35.12699909,126.8829765,4.195,4.889,6.6,0.646,1.3,4.556,6.1,3.91,4.8,598130395.0,179439118.0,598130390.0,-179439114.0,706563360.0,1,6.0,양호,22,0.061,25,7,9,47,6.7,5.2,양호,28262534.0,27759441.0,0.7546
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,2,광주서석초등학교,초등학교,35.14755252,126.92556,0.733,1.145,2.7,0.646,1.3,1.282,2.5,0.636,1.2,598130395.0,179439118.0,598130390.0,-179439114.0,1309228665.0,1,6.0,양호,59,0.181,126,9,14,148,16.4,10.6,양호,10390704.0,12887561.0,0.7246
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,3,진월초등학교,초등학교,35.12109972,126.8932947,4.039,5.099,8.1,0.646,1.3,4.766,7.6,4.12,6.3,598130395.0,179439118.0,598130390.0,-179439114.0,722964950.0,1,8.0,양호,20,0.477,36,6,8,58,9.7,7.2,양호,20082360.0,22777506.0,0.708
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,4,용주초등학교,초등학교,35.18152772,126.8989699,3.844,5.844,7.7,0.646,1.3,5.368,7.0,4.722,5.7,598130395.0,179439118.0,598130390.0,-179439114.0,837798860.0,1,7.0,양호,59,0.064,25,6,7,47,7.8,6.7,양호,33511954.0,30551686.0,0.7045
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,5,광주산수초등학교,초등학교,35.15584046,126.9283371,1.037,2.148,4.0,0.646,1.3,1.815,3.4,1.169,2.1,598130395.0,179439118.0,598130390.0,-179439114.0,1170220572.0,1,6.0,양호,57,0.23,177,13,18,199,15.3,11.1,양호,6611416.0,8886186.0,0.703
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,6,유촌초등학교,초등학교,35.15914004,126.8579563,5.592,6.559,10.0,0.646,1.3,6.142,9.2,5.496,7.9,598130395.0,179439118.0,598130390.0,-179439114.0,1065131420.0,1,7.0,양호,54,0.049,25,6,8,47,7.8,5.9,양호,42605257.0,35388549.0,0.6943
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,7,신암초등학교,초등학교,35.12295195,126.8809274,4.63,5.572,8.2,0.646,1.3,5.239,7.6,4.593,6.3,598130395.0,179439118.0,598130390.0,-179439114.0,585232800.0,1,0.0,양호,18,0.205,35,7,8,57,8.1,7.1,양호,16720937.0,20760758.0,0.6878
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,8,광주양동초등학교,초등학교,35.15442872,126.8989108,1.836,2.437,4.6,0.646,1.3,2.02,3.8,1.374,2.5,598130395.0,179439118.0,598130390.0,-179439114.0,923066780.0,1,0.0,양호,87,0.151,134,11,13,156,14.2,12.0,양호,6888558.0,9751264.0,0.6768
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,9,광주장원초등학교,초등학교,35.15778931,126.9377323,1.896,2.91,5.8,0.646,1.3,3.047,5.7,2.401,4.4,598130395.0,179439118.0,598130390.0,-179439114.0,907746082.0,1,10.0,양호,47,0.185,177,13,17,199,15.3,11.7,양호,5128509.0,7567218.0,0.6723
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,10,태봉초등학교,초등학교,35.17651077,126.8922634,3.72,5.471,8.1,0.646,1.3,4.995,7.4,4.349,6.1,598130395.0,179439118.0,598130390.0,-179439114.0,633361220.0,1,8.0,양호,46,0.302,52,7,8,74,10.6,9.2,양호,12180023.0,16641779.0,0.6666
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,11,광주용봉초등학교,초등학교,35.16857266,126.9001046,2.586,3.371,5.9,0.646,1.3,2.954,5.1,2.308,3.8,598130395.0,179439118.0,598130390.0,-179439114.0,823520200.0,1,32.0,양호,58,0.144,144,10,14,166,16.6,11.9,양호,5718890.0,8564160.0,0.6635
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,12,광주수창초등학교,초등학교,35.15618871,126.9066548,1.237,1.454,2.5,0.646,1.3,1.037,1.7,0.391,0.4,598130395.0,179439118.0,598130390.0,-179439114.0,3382837048.0,1,0.0,양호,97,0.134,272,17,21,294,17.3,14.0,양호,12436901.0,13540706.0,0.6599
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,13,광주우산초등학교,초등학교,35.1759524,126.920379,2.787,3.846,7.3,0.646,1.3,3.513,6.8,2.867,5.5,598130395.0,179439118.0,598130390.0,-179439114.0,1138651623.0,1,20.0,양호,77,0.329,147,11,14,169,15.4,12.1,양호,7745929.0,10276817.0,0.6519
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,14,화개초등학교,초등학교,35.12519372,126.8569888,6.294,7.374,10.3,0.646,1.3,7.041,9.8,6.395,8.5,598130395.0,179439118.0,598130390.0,-179439114.0,1275824520.0,1,3.0,양호,52,0.137,25,6,7,47,7.8,6.7,양호,51032981.0,39871381.0,0.6495
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,15,매곡초등학교,초등학교,35.19426025,126.8942973,5.302,7.793,11.2,0.646,1.3,7.257,10.6,6.611,9.3,598130395.0,179439118.0,598130390.0,-179439114.0,638129940.0,1,0.0,양호,39,0.251,16,5,6,38,7.6,6.3,양호,39883121.0,32533167.0,0.6417
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,16,광주대성초등학교,초등학교,35.14462178,126.9054545,1.389,1.725,3.1,0.646,1.3,1.392,2.6,0.746,1.3,598130395.0,179439118.0,598130390.0,-179439114.0,1724092720.0,1,0.0,양호,53,0.16,453,25,31,475,19.0,15.3,보통,3805944.0,4888891.0,0.6414
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,17,광주학강초등학교,초등학교,35.13799592,126.9182708,1.438,2.09,4.2,0.646,1.3,2.106,3.9,1.46,2.6,598130395.0,179439118.0,598130390.0,-179439114.0,2111560253.0,1,8.0,양호,54,0.062,457,24,30,479,20.0,16.0,보통,4620482.0,5656974.0,0.6359
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,18,광주백운초등학교,초등학교,35.13817423,126.8999242,2.215,2.643,4.1,0.646,1.3,2.31,3.6,1.664,2.3,598130395.0,179439118.0,598130390.0,-179439114.0,1726661225.0,1,18.0,양호,62,0.136,495,26,33,517,19.9,15.7,보통,3488204.0,4496696.0,0.6352
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,19,광주중흥초등학교,초등학교,35.16085475,126.9135445,1.197,1.996,3.3,0.646,1.3,1.579,2.5,0.933,1.2,598130395.0,179439118.0,598130390.0,-179439114.0,1499208773.0,1,0.0,양호,104,0.086,386,21,26,408,19.4,15.7,보통,3883961.0,5140537.0,0.633
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,20,광주월산초등학교,초등학교,35.14811855,126.8982568,1.879,2.766,4.1,0.646,1.3,2.433,3.6,1.787,2.3,598130395.0,179439118.0,598130390.0,-179439114.0,1202697570.0,1,0.0,양호,69,0.132,284,18,23,306,17.0,13.3,양호,4234851.0,5885059.0,0.6322
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,21,광주동산초등학교,초등학교,35.14855605,126.9355553,1.56,2.147,5.0,0.646,1.3,2.284,4.9,1.638,3.6,598130395.0,179439118.0,598130390.0,-179439114.0,1623067069.0,1,0.0,양호,48,0.097,253,16,19,275,17.2,14.5,보통,6415285.0,8077082.0,0.6304
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,22,광주계림초등학교,초등학교,35.1604965,126.9219738,1.106,1.903,3.2,0.646,1.3,1.571,2.7,0.925,1.4,598130395.0,179439118.0,598130390.0,-179439114.0,3192286329.0,1,0.0,양호,77,0.14,1048,51,59,1070,21.0,18.1,보통,3046075.0,3542446.0,0.6256
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,23,광주풍향초등학교,초등학교,35.1672729,126.9276115,1.992,3.224,6.6,0.646,1.3,2.891,6.1,2.245,4.8,598130395.0,179439118.0,598130390.0,-179439114.0,1196304518.0,1,8.0,양호,82,0.294,326,20,24,348,17.4,14.5,보통,3669646.0,5156422.0,0.6236
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,24,광주광천초등학교,초등학교,35.15965951,126.8888574,2.876,3.605,6.0,0.646,1.3,3.188,5.2,2.542,3.9,598130395.0,179439118.0,598130390.0,-179439114.0,2268613349.0,1,8.0,양호,59,0.047,460,26,37,482,18.5,13.0,양호,4931768.0,5947601.0,0.6225
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,25,광주방림초등학교,초등학교,35.13404243,126.9209674,1.89,2.321,4.3,0.646,1.3,2.397,4.1,1.751,2.8,598130395.0,179439118.0,598130390.0,-179439114.0,1999892233.0,1,0.0,양호,48,0.195,491,28,35,513,18.3,14.7,보통,4073100.0,5064372.0,0.6206
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,26,봉선초등학교,초등학교,35.13079876,126.9121652,2.315,3.075,5.2,0.646,1.3,3.069,5.2,2.423,3.9,598130395.0,179439118.0,598130390.0,-179439114.0,1172381008.0,1,6.0,양호,56,0.123,253,15,18,275,18.3,15.3,보통,4633917.0,6438223.0,0.6129
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,27,문흥초등학교,초등학교,35.18106097,126.9143537,3.373,4.972,6.9,0.646,1.3,4.436,6.3,3.79,5.0,598130395.0,179439118.0,598130390.0,-179439114.0,1073174057.0,1,20.0,양호,66,0.127,157,11,14,179,16.3,12.8,양호,6835504.0,9336896.0,0.6084
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,28,광주남초등학교,초등학교,35.125543,126.9330661,3.113,3.82,5.9,0.646,1.3,3.814,5.8,3.168,4.5,598130395.0,179439118.0,598130390.0,-179439114.0,1739146409.0,1,9.0,양호,29,0.18,480,28,37,502,17.9,13.6,양호,3623222.0,4655930.0,0.6056
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,29,광주교육대학교광주부설초등학교,초등학교,35.16471468,126.9256972,1.662,2.966,5.0,0.646,1.3,2.632,4.5,1.986,3.2,598130395.0,179439118.0,598130390.0,-179439114.0,2958332102.0,1,32.0,양호,77,0.239,573,25,29,595,23.8,20.5,보통,5162883.0,5977248.0,0.6051
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,30,광주농성초등학교,초등학교,35.14822852,126.8906951,2.558,3.363,5.5,0.646,1.3,3.03,4.9,2.384,3.6,598130395.0,179439118.0,598130390.0,-179439114.0,3417490526.0,1,0.0,양호,62,0.166,216,14,17,238,17.0,14.0,양호,15821715.0,16872357.0,0.6051
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,31,광주서림초등학교,초등학교,35.16188253,126.8995866,2.118,3.02,5.2,0.646,1.3,2.603,4.4,1.957,3.1,598130395.0,179439118.0,598130390.0,-179439114.0,2451094899.0,1,0.0,양호,78,0.149,411,22,28,433,19.7,15.5,보통,5963735.0,7042091.0,0.602
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,32,삼정초등학교,초등학교,35.16613628,126.9360878,2.318,4.088,6.2,0.646,1.3,3.755,5.6,3.109,4.3,598130395.0,179439118.0,598130390.0,-179439114.0,1315815450.0,1,18.0,양호,34,0.088,249,14,17,271,19.4,15.9,보통,5284399.0,7062531.0,0.5963
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,33,광주봉주초등학교,초등학교,35.13700618,126.8902661,3.009,3.658,5.9,0.646,1.3,3.325,5.4,2.679,4.1,598130395.0,179439118.0,598130390.0,-179439114.0,1719563050.0,1,0.0,양호,40,0.1,327,20,24,349,17.4,14.5,보통,5258603.0,6640955.0,0.5944
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,34,광주동운초등학교,초등학교,35.17493679,126.8841211,4.12,4.724,7.8,0.646,1.3,4.306,7.0,3.66,5.7,598130395.0,179439118.0,598130390.0,-179439114.0,852263307.0,1,0.0,양호,34,0.147,178,12,16,200,16.7,12.5,양호,4787996.0,7251968.0,0.5905
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,35,장산초등학교,초등학교,35.13052654,126.8948316,3.136,3.962,5.5,0.646,1.3,3.628,5.0,2.982,3.7,598130395.0,179439118.0,598130390.0,-179439114.0,1985057070.0,1,6.0,양호,43,0.03,373,19,25,395,20.8,15.8,보통,5321869.0,6539715.0,0.58
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,36,광주제석초등학교,초등학교,35.12833882,126.9063635,2.749,3.89,5.9,0.646,1.3,3.557,5.3,2.911,4.0,598130395.0,179439118.0,598130390.0,-179439114.0,2135582320.0,1,0.0,양호,59,0.088,619,34,40,641,18.9,16.0,보통,3450052.0,4264762.0,0.5797
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,37,광주극락초등학교,초등학교,35.16562206,126.8581823,5.734,6.518,10.6,0.646,1.3,6.1,9.8,5.454,8.5,598130395.0,179439118.0,598130390.0,-179439114.0,1120073324.0,1,6.0,양호,44,0.091,150,12,15,172,14.3,11.5,양호,7467155.0,9989556.0,0.5786
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,38,광주학운초등학교,초등학교,35.1332618,126.9471528,3.253,4.547,7.6,0.646,1.3,4.541,7.5,3.895,6.2,598130395.0,179439118.0,598130390.0,-179439114.0,1618998129.0,1,10.0,양호,14,0.072,346,20,25,368,18.4,14.7,보통,4679185.0,6024806.0,0.5784
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,39,광주효동초등학교,초등학교,35.16906085,126.911855,2.108,3.46,5.1,0.646,1.3,2.984,4.4,2.338,3.1,598130395.0,179439118.0,598130390.0,-179439114.0,3071862608.0,1,0.0,양호,100,0.107,1146,53,62,1168,22.0,18.8,보통,2680508.0,3142117.0,0.5781
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,40,일동초등학교,초등학교,35.20604838,126.8933313,6.546,8.873,12.0,0.646,1.3,8.337,11.3,7.691,10.0,598130395.0,179439118.0,598130390.0,-179439114.0,830648770.0,1,0.0,양호,37,0.094,36,6,7,58,9.7,8.3,양호,23073577.0,24634123.0,0.5708
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,41,광주문화초등학교,초등학교,35.17341728,126.9313378,2.754,4.622,6.4,0.646,1.3,4.289,5.9,3.643,4.6,598130395.0,179439118.0,598130390.0,-179439114.0,1555228869.0,1,0.0,양호,59,0.125,342,21,26,364,17.3,14.0,양호,4547453.0,5915822.0,0.5672
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,42,무등초등학교,초등학교,35.17879259,126.9227691,3.121,4.484,6.7,0.646,1.3,4.151,6.2,3.505,4.9,598130395.0,179439118.0,598130390.0,-179439114.0,1119189090.0,1,0.0,양호,73,0.155,233,14,18,255,18.2,14.2,보통,4803387.0,6734586.0,0.5664
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,43,광주서초등학교,초등학교,35.15604003,126.8770209,3.826,4.966,7.7,0.646,1.3,4.548,7.0,3.902,5.7,598130395.0,179439118.0,598130390.0,-179439114.0,1709809130.0,1,7.0,양호,59,0.195,468,26,31,490,18.8,15.8,보통,3653438.0,4710081.0,0.5654
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,44,광주용산초등학교,초등학교,35.11876782,126.9316526,3.767,4.278,6.1,0.646,1.3,4.272,6.0,3.626,4.7,598130395.0,179439118.0,598130390.0,-179439114.0,1166914770.0,1,0.0,양호,22,0.065,257,15,18,279,18.6,15.5,보통,4540524.0,6326327.0,0.5642
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,45,봉산초등학교,초등학교,35.20957514,126.8437646,9.425,10.992,17.5,0.646,1.3,10.575,16.7,9.929,15.4,598130395.0,179439118.0,598130390.0,-179439114.0,645005340.0,1,1.0,양호,41,0.125,12,5,6,34,6.8,5.7,양호,53750445.0,36562816.0,0.5625
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,46,율곡초등학교,초등학교,35.1605384,126.9356033,1.876,3.069,5.6,0.646,1.3,3.206,5.5,2.56,4.2,598130395.0,179439118.0,598130390.0,-179439114.0,3350008530.0,1,0.0,양호,45,0.031,1032,42,55,1054,25.1,19.2,보통,3246132.0,3745862.0,0.5616
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,47,주월초등학교,초등학교,35.144705,126.8837427,3.248,4.309,7.2,0.646,1.3,3.976,6.7,3.33,5.4,598130395.0,179439118.0,598130390.0,-179439114.0,2695150170.0,1,8.0,양호,52,0.16,1229,54,66,1251,23.2,19.0,보통,2192962.0,2632518.0,0.5613
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,48,염주초등학교,초등학교,35.14107805,126.8787885,3.785,4.682,8.3,0.646,1.3,4.349,7.7,3.703,6.4,598130395.0,179439118.0,598130390.0,-179439114.0,1615952760.0,1,8.0,양호,35,0.255,444,22,27,466,21.2,17.3,보통,3639533.0,4751251.0,0.5613
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,49,문우초등학교,초등학교,35.1861228,126.9164071,3.919,5.835,7.9,0.646,1.3,5.502,7.4,4.856,6.1,598130395.0,179439118.0,598130390.0,-179439114.0,945339341.0,1,0.0,양호,54,0.072,183,13,16,205,15.8,12.8,양호,5165789.0,7529121.0,0.5575
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,50,두암초등학교,초등학교,35.16947738,126.9341202,2.497,4.234,5.9,0.646,1.3,3.901,5.4,3.255,4.1,598130395.0,179439118.0,598130390.0,-179439114.0,1221466174.0,1,0.0,양호,49,0.145,234,12,15,256,21.3,17.1,보통,5219941.0,7107799.0,0.557
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,51,오치초등학교,초등학교,35.18573678,126.89928,4.252,6.38,8.5,0.646,1.3,5.904,7.8,5.258,6.5,598130395.0,179439118.0,598130390.0,-179439114.0,1047870580.0,1,0.0,양호,71,0.071,141,11,13,163,14.8,12.5,양호,7431706.0,10098165.0,0.5541
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,52,문정초등학교,초등학교,35.18944153,126.9215793,4.291,5.882,8.2,0.646,1.3,5.548,7.7,4.902,6.4,598130395.0,179439118.0,598130390.0,-179439114.0,1082166070.0,1,0.0,양호,32,0.189,197,13,17,219,16.8,12.9,양호,5493229.0,7672587.0,0.5494
광주중앙초등학교,광주광역시교육청,광주광역시 동구,초등학교,본교,22,6,0.7160205,35.15092881,126.918641,3.7,2.4,27187745.0,53,문흥중앙초등학교,초등학교,35.18340794,126.9211632,3.619,5.381,7.3,0.646,1.3,5.048,6.7,4.402,5.4,598130395.0,179439118.0,598130390.0,-179439114.0,1455822576.0,1,7.0,양호,57,0.022,327,18,23,349,19.4,15.2,보통,4452057.0,5885252.0,0.5487
